val_strategy,mastery_val_strategy,time_sec,objective,status,conflicts,branches
SELECT_MIN_VALUE,,0.1411124,560.0,OPTIMAL,9,380
SELECT_MAX_VALUE,,0.1762476,560.0,OPTIMAL,29,433
SELECT_MAX_VALUE,SELECT_MIN_VALUE,0.40248300000000004,560.0,OPTIMAL,35,562
SELECT_MIN_VALUE,SELECT_MIN_VALUE,0.30571950000000003,560.0,OPTIMAL,9,466
SELECT_MAX_VALUE,SELECT_MAX_VALUE,0.1577203,560.0,OPTIMAL,27,622
SELECT_MIN_VALUE,SELECT_MAX_VALUE,0.1444128,560.0,OPTIMAL,12,519
